IdFeedBack,Prediction
S01_Sess01_FB001,0.678863876773127
S01_Sess01_FB002,0.818688913093419
S01_Sess01_FB003,0.718031768263594
S01_Sess01_FB004,0.848272340669515
S01_Sess01_FB005,0.660290079086356
S01_Sess01_FB006,0.685041393636497
S01_Sess01_FB007,0.747651844705245
S01_Sess01_FB008,0.672435517331505
S01_Sess01_FB009,0.831307218772873
S01_Sess01_FB010,0.7186882500851
S01_Sess01_FB011,0.711723476995481
S01_Sess01_FB012,0.659105317835838
S01_Sess01_FB013,0.679129364721329
S01_Sess01_FB014,0.657815555903265
S01_Sess01_FB015,0.766537058634776
S01_Sess01_FB016,0.732691214894516
S01_Sess01_FB017,0.828689278140867
S01_Sess01_FB018,0.749966928412879
S01_Sess01_FB019,0.66583816499574
S01_Sess01_FB020,0.573977967472336
S01_Sess01_FB021,0.726145596992115
S01_Sess01_FB022,0.750145977442121
S01_Sess01_FB023,0.814176713632359
S01_Sess01_FB024,0.830881869638188
S01_Sess01_FB025,0.837880702256097
S01_Sess01_FB026,0.80993341522808
S01_Sess01_FB027,0.744156651909132
S01_Sess01_FB028,0.76690944682546
S01_Sess01_FB029,0.867584444954164
S01_Sess01_FB030,0.829592548284977
S01_Sess01_FB031,0.744621066935529
S01_Sess01_FB032,0.76180639422658
S01_Sess01_FB033,0.778574544760805
S01_Sess01_FB034,0.761491089205985
S01_Sess01_FB035,0.78933039173213
S01_Sess01_FB036,0.799544083403808
S01_Sess01_FB037,0.755170994813658
S01_Sess01_FB038,0.756412431199548
S01_Sess01_FB039,0.778817381094003
S01_Sess01_FB040,0.759350784722223
S01_Sess01_FB041,0.823327754192281
S01_Sess01_FB042,0.799462520909159
S01_Sess01_FB043,0.666878808980921
S01_Sess01_FB044,0.729033915877975
S01_Sess01_FB045,0.749772979596935
S01_Sess01_FB046,0.751639901378894
S01_Sess01_FB047,0.841180212052873
S01_Sess01_FB048,0.693434452729502
S01_Sess01_FB049,0.763944434726136
S01_Sess01_FB050,0.751059965983279
S01_Sess01_FB051,0.810044360016829
S01_Sess01_FB052,0.731416324441609
S01_Sess01_FB053,0.710044256814206
S01_Sess01_FB054,0.817893452955881
S01_Sess01_FB055,0.753970502054875
S01_Sess01_FB056,0.370845985594661
S01_Sess01_FB057,0.767586737519102
S01_Sess01_FB058,0.81475385470428
S01_Sess01_FB059,0.792868766524763
S01_Sess01_FB060,0.80661927502415
S01_Sess02_FB001,0.530496789601915
S01_Sess02_FB002,0.85166980301035
S01_Sess02_FB003,0.886425183185976
S01_Sess02_FB004,0.665766521804843
S01_Sess02_FB005,0.705823156660078
S01_Sess02_FB006,0.855543870681808
S01_Sess02_FB007,0.690407703383767
S01_Sess02_FB008,0.588197046536255
S01_Sess02_FB009,0.727909861884328
S01_Sess02_FB010,0.708261394303193
S01_Sess02_FB011,0.657000178342398
S01_Sess02_FB012,0.75315161026729
S01_Sess02_FB013,0.822847261414929
S01_Sess02_FB014,0.85630591879212
S01_Sess02_FB015,0.874311510833511
S01_Sess02_FB016,0.771882629510969
S01_Sess02_FB017,0.740366608156047
S01_Sess02_FB018,0.66810177143605
S01_Sess02_FB019,0.737378093070715
S01_Sess02_FB020,0.801955508316727
S01_Sess02_FB021,0.74217396911528
S01_Sess02_FB022,0.548745984847135
S01_Sess02_FB023,0.708367632911963
S01_Sess02_FB024,0.735802042807687
S01_Sess02_FB025,0.718360052628003
S01_Sess02_FB026,0.799675975465991
S01_Sess02_FB027,0.824860148541423
S01_Sess02_FB028,0.696138302427922
S01_Sess02_FB029,0.681692031156452
S01_Sess02_FB030,0.679049060832116
S01_Sess02_FB031,0.675464833307668
S01_Sess02_FB032,0.767544017282684
S01_Sess02_FB033,0.69838001019025
S01_Sess02_FB034,0.819657152319399
S01_Sess02_FB035,0.731544159475841
S01_Sess02_FB036,0.799910923161794
S01_Sess02_FB037,0.276178720733592
S01_Sess02_FB038,0.639116787088394
S01_Sess02_FB039,0.729448800430743
S01_Sess02_FB040,0.836677303154402
S01_Sess02_FB041,0.784642673207411
S01_Sess02_FB042,0.569669472679915
S01_Sess02_FB043,0.72116294457886
S01_Sess02_FB044,0.658540737077666
S01_Sess02_FB045,0.694011836445911
S01_Sess02_FB046,0.745222346003117
S01_Sess02_FB047,0.750805663077332
S01_Sess02_FB048,0.672901638478263
S01_Sess02_FB049,0.723468270396173
S01_Sess02_FB050,0.513141223711107
S01_Sess02_FB051,0.788879800648812
S01_Sess02_FB052,0.742480742921875
S01_Sess02_FB053,0.700886980096362
S01_Sess02_FB054,0.839311757028911
S01_Sess02_FB055,0.67845297695662
S01_Sess02_FB056,0.693712102223245
S01_Sess02_FB057,0.547054836622041
S01_Sess02_FB058,0.684697011113813
S01_Sess02_FB059,0.663229553208521
S01_Sess02_FB060,0.816938347511112
S01_Sess03_FB001,0.477817985839486
S01_Sess03_FB002,0.557471356727639
S01_Sess03_FB003,0.731899962167077
S01_Sess03_FB004,0.637520767997602
S01_Sess03_FB005,0.555618073990019
S01_Sess03_FB006,0.67025900332936
S01_Sess03_FB007,0.585581697605338
S01_Sess03_FB008,0.61265423022071
S01_Sess03_FB009,0.574160084227117
S01_Sess03_FB010,0.558648215748543
S01_Sess03_FB011,0.662003718795665
S01_Sess03_FB012,0.683611703701509
S01_Sess03_FB013,0.573329222297841
S01_Sess03_FB014,0.653379008979525
S01_Sess03_FB015,0.520509565826891
