IdFeedBack,Prediction
S01_Sess01_FB001,0.736238218988605
S01_Sess01_FB002,0.718811218014794
S01_Sess01_FB003,0.64659144399751
S01_Sess01_FB004,0.893573229444033
S01_Sess01_FB005,0.51256571647418
S01_Sess01_FB006,0.706123914906176
S01_Sess01_FB007,0.818508201078206
S01_Sess01_FB008,0.590929357486716
S01_Sess01_FB009,0.902447726319037
S01_Sess01_FB010,0.71376048216441
S01_Sess01_FB011,0.543479351573411
S01_Sess01_FB012,0.650974373630464
S01_Sess01_FB013,0.72013721727548
S01_Sess01_FB014,0.654773480656885
S01_Sess01_FB015,0.675751185233492
S01_Sess01_FB016,0.699573001502196
S01_Sess01_FB017,0.835047319007431
S01_Sess01_FB018,0.605327799217108
S01_Sess01_FB019,0.611111836001871
S01_Sess01_FB020,0.447397624979514
S01_Sess01_FB021,0.574558900727695
S01_Sess01_FB022,0.641679934349896
S01_Sess01_FB023,0.79064045735809
S01_Sess01_FB024,0.757019001271433
S01_Sess01_FB025,0.771904390878828
S01_Sess01_FB026,0.742690744796315
S01_Sess01_FB027,0.640739729571932
S01_Sess01_FB028,0.674450018133655
S01_Sess01_FB029,0.795651092219922
S01_Sess01_FB030,0.756664058674116
S01_Sess01_FB031,0.689095562142961
S01_Sess01_FB032,0.642686149695002
S01_Sess01_FB033,0.75277706401058
S01_Sess01_FB034,0.729566505955742
S01_Sess01_FB035,0.675623707449715
S01_Sess01_FB036,0.727947688050624
S01_Sess01_FB037,0.643266547122764
S01_Sess01_FB038,0.658526766287121
S01_Sess01_FB039,0.753153552000251
S01_Sess01_FB040,0.610186042156792
S01_Sess01_FB041,0.740751586238575
S01_Sess01_FB042,0.777827169300816
S01_Sess01_FB043,0.644541183093364
S01_Sess01_FB044,0.589848419011847
S01_Sess01_FB045,0.740220042600863
S01_Sess01_FB046,0.616344142502458
S01_Sess01_FB047,0.753137827314508
S01_Sess01_FB048,0.638464047603964
S01_Sess01_FB049,0.72191006082301
S01_Sess01_FB050,0.686604709924189
S01_Sess01_FB051,0.761100651480473
S01_Sess01_FB052,0.571380927348626
S01_Sess01_FB053,0.705574745241905
S01_Sess01_FB054,0.817804744270246
S01_Sess01_FB055,0.729223971633861
S01_Sess01_FB056,0.458881362235299
S01_Sess01_FB057,0.772559245716469
S01_Sess01_FB058,0.677959294242804
S01_Sess01_FB059,0.65495932826985
S01_Sess01_FB060,0.7048602828872
S01_Sess02_FB001,0.656000686361204
S01_Sess02_FB002,0.85459087069532
S01_Sess02_FB003,0.804089680764864
S01_Sess02_FB004,0.668231616217794
S01_Sess02_FB005,0.715042761458071
S01_Sess02_FB006,0.870824921478248
S01_Sess02_FB007,0.649922466660234
S01_Sess02_FB008,0.460339533008146
S01_Sess02_FB009,0.710754796309076
S01_Sess02_FB010,0.651043826139805
S01_Sess02_FB011,0.568122359304091
S01_Sess02_FB012,0.733431839098202
S01_Sess02_FB013,0.72914908434403
S01_Sess02_FB014,0.812130272258068
S01_Sess02_FB015,0.837192485231854
S01_Sess02_FB016,0.748688380227127
S01_Sess02_FB017,0.662725721318767
S01_Sess02_FB018,0.619348462886256
S01_Sess02_FB019,0.62782527564716
S01_Sess02_FB020,0.752637984245281
S01_Sess02_FB021,0.706007910358744
S01_Sess02_FB022,0.558498736893743
S01_Sess02_FB023,0.640313182090917
S01_Sess02_FB024,0.698158538471636
S01_Sess02_FB025,0.633110358875613
S01_Sess02_FB026,0.776070885977113
S01_Sess02_FB027,0.820985763680449
S01_Sess02_FB028,0.652750885244374
S01_Sess02_FB029,0.629734151826394
S01_Sess02_FB030,0.602265414509272
S01_Sess02_FB031,0.64998845429167
S01_Sess02_FB032,0.782212377315151
S01_Sess02_FB033,0.714320835492784
S01_Sess02_FB034,0.845151148126555
S01_Sess02_FB035,0.785520950793328
S01_Sess02_FB036,0.785323093235324
S01_Sess02_FB037,0.398966122849749
S01_Sess02_FB038,0.679538794633346
S01_Sess02_FB039,0.770812290261798
S01_Sess02_FB040,0.830700755800982
S01_Sess02_FB041,0.698485090975649
S01_Sess02_FB042,0.635881985671652
S01_Sess02_FB043,0.694314413666671
S01_Sess02_FB044,0.744314694533641
S01_Sess02_FB045,0.613996941627136
S01_Sess02_FB046,0.70494659337696
S01_Sess02_FB047,0.731545509800542
S01_Sess02_FB048,0.719805653668737
S01_Sess02_FB049,0.704077840785226
S01_Sess02_FB050,0.34456316321017
S01_Sess02_FB051,0.759859425552793
S01_Sess02_FB052,0.713803104877286
S01_Sess02_FB053,0.627808838654189
S01_Sess02_FB054,0.827780384542452
S01_Sess02_FB055,0.64770508943501
S01_Sess02_FB056,0.680129934392674
S01_Sess02_FB057,0.500966416965547
S01_Sess02_FB058,0.647925283289354
S01_Sess02_FB059,0.728994449508207
S01_Sess02_FB060,0.759998632264778
S01_Sess03_FB001,0.690755618083411
S01_Sess03_FB002,0.6491477356532
S01_Sess03_FB003,0.713809039765589
S01_Sess03_FB004,0.787199630536658
S01_Sess03_FB005,0.690233859911565
S01_Sess03_FB006,0.680028938083332
S01_Sess03_FB007,0.664391013119408
S01_Sess03_FB008,0.601282434258609
S01_Sess03_FB009,0.753847685603818
S01_Sess03_FB010,0.636088852120805
S01_Sess03_FB011,0.702218087272384
S01_Sess03_FB012,0.715077775735079
S01_Sess03_FB013,0.523589220904564
S01_Sess03_FB014,0.749002297153502
S01_Sess03_FB015,0.550196735848895
S01_Sess03_FB016,0.789118358746792
S01_Sess03_FB017,0.724370524113174
S01_Sess03_FB018,0.810834405958049
S01_Sess03_FB019,0.484261292720292
S01_Sess03_FB020,0.647799029174851
S01_Sess03_FB021,0.669423071899411
S01_Sess03_FB022,0.637825683757097
S01_Sess03_FB023,0.753981415008774
S01_Sess03_FB024,0.687180552995546
S01_Sess03_FB025,0.677830655330582
S01_Sess03_FB026,0.796420227746124
S01_Sess03_FB027,0.815210981157289
S01_Sess03_FB028,0.407173125978891
S01_Sess03_FB029,0.805912714487689
S01_Sess03_FB030,0.91744774048002
S01_Sess03_FB031,0.862809636655383
S01_Sess03_FB032,0.622485308446161
S01_Sess03_FB033,0.504167618698465
S01_Sess03_FB034,0.585079147436773
